"Name","Brewery","Rating","Link","Style","Locations","Num Reviews","Light","Dark","Fruit","Sweet","Carbonation","Bitter","Spice"
"Reserve Ale","#15","87","http://beeradvocate.com/beer/profile/1344/78856/?sort=topr","Flanders Oud Bruin","{'New York': 2, 'Virginia': 1, 'Illinois': 1}","4","14","22","30","24","8","3","0"
"Queue De Charrue Brune","Brasserie Vanuxeem","83","http://beeradvocate.com/beer/profile/4500/16741/?sort=topr","Flanders Oud Bruin","{'Quebec (Canada)': 1, 'France': 2, 'California': 1, 'Massachusetts': 1, 'Maryland': 1, 'United Kingdom (England)': 1, 'Spain': 1}","8","9","29","35","21","18","0","2"
"Hoppy Daze IPA","Coronado Brewing Company","86","http://beeradvocate.com/beer/profile/2447/13967/?sort=topr","Belgian IPA","{'Arizona': 1, 'Iowa': 1, 'Colorado': 2, 'Pennsylvania': 17, 'Alberta (Canada)': 3, 'New Hampshire': 1, 'Washington': 1, 'Hawaii': 1, 'Oregon': 1, 'Illinois': 1, 'New Jersey': 1, 'Georgia': 2, 'California': 24, 'Massachusetts': 1, 'Ohio': 5, 'South Carolina': 2, 'Japan': 1, 'Texas': 1}","67","291","92","381","204","150","398","66"
"Triomphe Belgian IPA","Brewery Vivant","85","http://beeradvocate.com/beer/profile/24678/65517/?sort=topr","Belgian IPA","{'Georgia': 1, 'Wisconsin': 1, 'Colorado': 1, 'Indiana': 1, 'Pennsylvania': 5, 'Virginia': 1, 'Michigan': 24, 'Delaware': 1, 'Florida': 1, 'Minnesota': 1, 'North Carolina': 1, 'Illinois': 15, 'New York': 3, 'California': 3, 'Massachusetts': 2, 'Missouri': 1, 'South Carolina': 1, 'Ohio': 4, 'Maryland': 1, 'Texas': 2, 'Ontario (Canada)': 3}","73","333","137","326","213","185","360","69"
"Saranac White IPA","Matt Brewing Company","85","http://beeradvocate.com/beer/profile/99/76375/?sort=topr","Belgian IPA","{'Delaware': 2, 'Minnesota': 1, 'Illinois': 1, 'Indiana': 1, 'Maryland': 6, 'Louisiana': 1, 'Texas': 1, 'Ontario (Canada)': 1, 'Arizona': 1, 'Kansas': 1, 'Virginia': 1, 'Connecticut': 5, 'New York': 28, 'New Hampshire': 3, 'Massachusetts': 5, 'West Virginia': 1, 'South Carolina': 1, 'Vermont': 1, 'Pennsylvania': 17, 'Rhode Island': 2, 'Missouri': 2, 'Ohio': 3, 'New Jersey': 3, 'North Carolina': 5, 'Tennessee': 2, 'Montana': 1, 'Maine': 2}","100","412","119","535","109","221","474","151"
"Smuttynose Homunculus (Big Beer Series)","Smuttynose Brewing Company","86","http://beeradvocate.com/beer/profile/141/35225/?sort=topr","Belgian IPA","{'Delaware': 1, 'Minnesota': 3, 'Illinois': 6, 'Maryland': 4, 'Texas': 1, 'Ontario (Canada)': 1, 'Iowa': 1, 'Wisconsin': 1, 'Michigan': 2, 'Virginia': 9, 'Oregon': 2, 'District of Columbia': 1, 'New Hampshire': 3, 'Massachusetts': 9, 'South Carolina': 2, 'California': 1, 'Georgia': 4, 'Pennsylvania': 10, 'Quebec (Canada)': 1, 'Florida': 4, 'Kentucky': 1, 'Rhode Island': 1, 'Missouri': 1, 'Ohio': 4, 'Idaho': 1, 'New Jersey': 6, 'Washington': 3, 'North Carolina': 9, 'New York': 6, 'Maine': 1}","100","502","248","650","415","266","420","209"
"Wild Devil","Victory Brewing Company","87","http://beeradvocate.com/beer/profile/345/42546/?sort=topr","Belgian IPA","{'Brazil': 1, 'Mississippi': 1, 'Alberta (Canada)': 1, 'Delaware': 1, 'Minnesota': 1, 'Illinois': 6, 'Indiana': 2, 'Maryland': 5, 'Louisiana': 1, 'Texas': 8, 'Ontario (Canada)': 1, 'Michigan': 4, 'Virginia': 4, 'Oregon': 1, 'Connecticut': 4, 'Montana': 1, 'California': 4, 'Massachusetts': 4, 'West Virginia': 1, 'Vermont': 1, 'Georgia': 4, 'Pennsylvania': 16, 'Poland': 1, 'Florida': 3, 'Kentucky': 2, 'Tennessee': 1, 'Missouri': 1, 'Ohio': 4, 'Alabama': 1, 'Colorado': 1, 'Idaho': 1, 'New Jersey': 1, 'Washington': 1, 'North Carolina': 1, 'New York': 8, 'Maine': 1}","100","360","169","466","182","358","493","47"
"Houblon Chouffe Dobbelen IPA Tripel","Brasserie d'Achouffe","94","http://beeradvocate.com/beer/profile/321/27804/?sort=topr","Belgian IPA","{'Delaware': 1, 'Minnesota': 2, 'Illinois': 3, 'New Mexico': 1, 'Indiana': 1, 'Maryland': 1, 'Louisiana': 1, 'Texas': 6, 'Ontario (Canada)': 4, 'Wisconsin': 3, 'Michigan': 2, 'Virginia': 3, 'Connecticut': 1, 'District of Columbia': 1, 'California': 9, 'Idaho': 1, 'Puerto Rico': 1, 'Belgium': 1, 'Germany': 1, 'Massachusetts': 6, 'Netherlands': 3, 'Pennsylvania': 8, 'Quebec (Canada)': 1, 'Florida': 3, 'Kentucky': 2, 'Rhode Island': 1, 'Missouri': 1, 'Ohio': 4, 'Alabama': 2, 'Colorado': 3, 'New Jersey': 5, 'Washington': 2, 'North Carolina': 1, 'New York': 9, 'Montana': 1, 'Nevada': 1, 'Maine': 1, 'British Columbia (Canada)': 1}","100","541","170","451","234","296","475","138"
"Duvel Tripel Hop","Brouwerij Duvel Moortgat NV","94","http://beeradvocate.com/beer/profile/222/40114/?sort=topr","Belgian IPA","{'Alberta (Canada)': 4, 'New Hampshire': 1, 'Illinois': 6, 'Georgia': 1, 'Indiana': 1, 'Maryland': 2, 'Texas': 2, 'Ontario (Canada)': 2, 'Australia': 1, 'Michigan': 3, 'Virginia': 4, 'Oregon': 1, 'Connecticut': 4, 'California': 9, 'Massachusetts': 11, 'Belgium': 1, 'Germany': 1, 'Netherlands': 4, 'Pennsylvania': 4, 'Quebec (Canada)': 1, 'Poland': 1, 'Florida': 3, 'Alaska': 1, 'Rhode Island': 2, 'South Carolina': 2, 'Sweden': 1, 'Missouri': 1, 'Switzerland': 1, 'Ohio': 5, 'Colorado': 2, 'New Jersey': 4, 'Washington': 1, 'North Carolina': 1, 'New York': 10, 'United Kingdom (England)': 1, 'Delaware': 1}","100","589","147","492","200","348","560","129"
"Grumpy Monk","Boston Beer Company (Samuel Adams)","83","http://beeradvocate.com/beer/profile/35/80384/?sort=topr","Belgian IPA","{'Mississippi': 2, 'Oklahoma': 3, 'Illinois': 4, 'Indiana': 1, 'Maryland': 3, 'Louisiana': 1, 'Texas': 3, 'Ontario (Canada)': 1, 'Arizona': 3, 'Wisconsin': 1, 'Michigan': 5, 'Virginia': 1, 'Connecticut': 1, 'New York': 8, 'New Hampshire': 4, 'Massachusetts': 2, 'South Carolina': 1, 'California': 10, 'Vermont': 1, 'Georgia': 4, 'Pennsylvania': 12, 'Quebec (Canada)': 1, 'Florida': 1, 'Kentucky': 1, 'Rhode Island': 2, 'Nebraska': 1, 'Missouri': 1, 'Ohio': 3, 'Colorado': 3, 'New Jersey': 3, 'Washington': 1, 'North Carolina': 5, 'Tennessee': 1, 'Montana': 1, 'District of Columbia': 1, 'Maine': 3}","100","438","194","403","322","306","494","234"
"Galaxy White IPA","Anchorage Brewing Company","90","http://beeradvocate.com/beer/profile/24903/77230/?sort=topr","Belgian IPA","{'Oklahoma': 1, 'Missouri': 1, 'Minnesota': 1, 'Illinois': 5, 'Indiana': 2, 'Louisiana': 1, 'Ontario (Canada)': 3, 'Australia': 3, 'Iowa': 2, 'Michigan': 1, 'Kansas': 1, 'Virginia': 1, 'Oregon': 2, 'Connecticut': 1, 'Montana': 1, 'California': 9, 'Massachusetts': 1, 'West Virginia': 1, 'South Carolina': 2, 'New Hampshire': 1, 'Alberta (Canada)': 5, 'Wisconsin': 2, 'Georgia': 3, 'Pennsylvania': 9, 'Quebec (Canada)': 1, 'Florida': 2, 'Kentucky': 1, 'Rhode Island': 1, 'District of Columbia': 1, 'Ohio': 3, 'Colorado': 4, 'New Jersey': 8, 'Washington': 4, 'North Carolina': 2, 'New York': 4, 'Nevada': 1, 'Maine': 2, 'British Columbia (Canada)': 7}","100","621","180","544","99","310","385","225"
"Dernière Volonté","Brasserie Dieu Du Ciel","89","http://beeradvocate.com/beer/profile/1141/18272/?sort=topr","Belgian IPA","{'Oklahoma': 2, 'Minnesota': 4, 'Illinois': 3, 'Indiana': 2, 'Maryland': 2, 'Louisiana': 2, 'Texas': 1, 'Yukon (Canada)': 1, 'Australia': 1, 'Michigan': 1, 'Virginia': 5, 'Oregon': 1, 'Connecticut': 2, 'California': 14, 'Massachusetts': 7, 'South Carolina': 1, 'New Hampshire': 2, 'Ontario (Canada)': 15, 'Alberta (Canada)': 2, 'Georgia': 1, 'Newfoundland (Canada)': 1, 'Pennsylvania': 4, 'Quebec (Canada)': 4, 'Missouri': 1, 'Switzerland': 1, 'Ohio': 4, 'Alabama': 2, 'France': 1, 'Colorado': 1, 'New Jersey': 1, 'Washington': 2, 'New York': 6, 'Maine': 1, 'British Columbia (Canada)': 2}","100","454","185","563","284","276","328","156"
"A Little Sumpin' Wild","Lagunitas Brewing Company","93","http://beeradvocate.com/beer/profile/220/57912/?sort=topr","Belgian IPA","{'Mississippi': 2, 'Alberta (Canada)': 2, 'Delaware': 1, 'Minnesota': 3, 'Illinois': 7, 'Texas': 3, 'Ontario (Canada)': 1, 'Arizona': 2, 'Wisconsin': 5, 'Michigan': 4, 'Kansas': 1, 'Virginia': 1, 'Oregon': 1, 'Connecticut': 2, 'New York': 6, 'California': 7, 'Massachusetts': 4, 'South Carolina': 1, 'New Hampshire': 3, 'Georgia': 5, 'Pennsylvania': 4, 'Florida': 4, 'Kentucky': 1, 'Rhode Island': 1, 'Nebraska': 1, 'Missouri': 2, 'Ohio': 1, 'Alabama': 1, 'Colorado': 5, 'New Jersey': 7, 'North Carolina': 1, 'Tennessee': 2, 'Maine': 2, 'British Columbia (Canada)': 2}","100","449","152","662","305","265","486","145"
"Bitter Monk","Anchorage Brewing Company","96","http://beeradvocate.com/beer/profile/24903/72465/?sort=topr","Belgian IPA","{'Mississippi': 1, 'Minnesota': 6, 'Illinois': 7, 'Indiana': 3, 'Maryland': 2, 'Texas': 1, 'Ontario (Canada)': 2, 'Korea (North)': 1, 'Australia': 1, 'Iowa': 2, 'Oregon': 4, 'Connecticut': 2, 'Tennessee': 1, 'California': 19, 'Massachusetts': 4, 'Vermont': 1, 'Georgia': 2, 'Manitoba (Canada)': 1, 'Pennsylvania': 11, 'Florida': 1, 'Alaska': 1, 'Kentucky': 3, 'Ohio': 2, 'Alabama': 1, 'France': 1, 'Colorado': 4, 'New Jersey': 5, 'Washington': 1, 'North Carolina': 1, 'New York': 5, 'Nevada': 1, 'Maine': 1}","100","488","204","671","148","275","557","35"
"Conflux No. 2","Deschutes Brewery","89","http://beeradvocate.com/beer/profile/63/71419/?sort=topr","Belgian IPA","{'Minnesota': 14, 'Illinois': 5, 'Texas': 2, 'Ontario (Canada)': 3, 'Korea (North)': 1, 'Arizona': 4, 'Iowa': 5, 'Kansas': 1, 'Utah': 1, 'Virginia': 2, 'Oregon': 6, 'Montana': 1, 'California': 22, 'Massachusetts': 4, 'New Hampshire': 1, 'Pennsylvania': 3, 'Hawaii': 1, 'Missouri': 2, 'Ohio': 1, 'Alabama': 1, 'Colorado': 6, 'Idaho': 1, 'Washington': 8, 'New York': 4, 'British Columbia (Canada)': 1}","100","632","122","506","132","271","417","253"
"Green Flash Le Freak","Green Flash Brewing Co.","90","http://beeradvocate.com/beer/profile/2743/36727/?sort=topr","Belgian IPA","{'Mississippi': 2, 'Iowa': 3, 'Oklahoma': 1, 'Delaware': 1, 'Minnesota': 3, 'Illinois': 3, 'Arkansas': 1, 'Maryland': 2, 'Louisiana': 2, 'Texas': 2, 'Ontario (Canada)': 1, 'Australia': 1, 'Wisconsin': 4, 'Michigan': 1, 'Kansas': 1, 'Virginia': 2, 'Oregon': 2, 'New York': 10, 'California': 8, 'Massachusetts': 6, 'Belgium': 1, 'New Hampshire': 1, 'Georgia': 6, 'Florida': 5, 'Kentucky': 2, 'South Carolina': 1, 'Sweden': 1, 'Arizona': 2, 'Ohio': 2, 'Alabama': 2, 'Colorado': 3, 'New Jersey': 5, 'Washington': 2, 'North Carolina': 1, 'Tennessee': 1, 'United Kingdom (England)': 1, 'Maine': 5}","100","381","171","489","257","295","518","183"
"Urthel Hop-It","De Leyerth Brouwerijen (Urthel)","89","http://beeradvocate.com/beer/profile/1339/26159/?sort=topr","Belgian IPA","{'Mississippi': 2, 'Italy': 1, 'Alberta (Canada)': 1, 'Delaware': 1, 'Minnesota': 1, 'Illinois': 4, 'Georgia': 1, 'Indiana': 2, 'Maryland': 4, 'Louisiana': 1, 'Texas': 2, 'Ontario (Canada)': 6, 'Australia': 3, 'United Kingdom (Scotland)': 1, 'Michigan': 1, 'Virginia': 3, 'Oregon': 1, 'Connecticut': 2, 'California': 6, 'Massachusetts': 2, 'Belgium': 1, 'New Hampshire': 1, 'Oklahoma': 2, 'Spain': 1, 'Vermont': 1, 'Netherlands': 5, 'Pennsylvania': 5, 'Florida': 3, 'Kentucky': 1, 'Rhode Island': 1, 'South Carolina': 2, 'Arizona': 2, 'Missouri': 1, 'Switzerland': 1, 'Ohio': 3, 'France': 2, 'Colorado': 2, 'Washington': 3, 'North Carolina': 4, 'New York': 9, 'United Kingdom (England)': 1, 'Nevada': 1, 'British Columbia (Canada)': 1}","100","445","139","253","290","257","569","103"
"Bedlam","Ale Asylum","94","http://beeradvocate.com/beer/profile/13837/57290/?sort=topr","Belgian IPA","{'Australia': 1, 'Virginia': 2, 'Georgia': 1, 'Wisconsin': 22, 'Colorado': 1, 'Pennsylvania': 3, 'Florida': 1, 'Washington': 3, 'Minnesota': 7, 'Illinois': 16, 'New Jersey': 1, 'Connecticut': 3, 'New York': 2, 'California': 6, 'Massachusetts': 3, 'Indiana': 2, 'South Carolina': 1, 'Ohio': 4, 'Texas': 1, 'Ontario (Canada)': 3}","83","328","147","590","183","203","404","92"
"Gaspar Ale","Picobrouwerij Alvinne / Den Bierzolder","82","http://beeradvocate.com/beer/profile/6288/37540/?sort=topr","Belgian IPA","{'Minnesota': 7, 'Illinois': 6, 'Georgia': 7, 'Indiana': 1, 'Maryland': 1, 'Texas': 1, 'Ontario (Canada)': 1, 'Korea (North)': 1, 'Iowa': 1, 'Wisconsin': 3, 'Kansas': 1, 'Virginia': 2, 'Oregon': 3, 'Connecticut': 2, 'District of Columbia': 2, 'New Hampshire': 1, 'Massachusetts': 8, 'South Carolina': 2, 'California': 9, 'Netherlands': 2, 'Pennsylvania': 9, 'Quebec (Canada)': 1, 'Florida': 3, 'Rhode Island': 1, 'Missouri': 2, 'Ohio': 7, 'Colorado': 1, 'New Jersey': 6, 'Washington': 2, 'North Carolina': 2, 'New York': 5}","100","315","133","421","240","272","539","98"
"Ryevalry","Bear Republic Brewing Co.","92","http://beeradvocate.com/beer/profile/610/58144/?sort=topr","Belgian IPA","{'Illinois': 2, 'Australia': 1, 'Michigan': 1, 'Virginia': 2, 'Oregon': 1, 'California': 15, 'Massachusetts': 4, 'West Virginia': 1, 'South Carolina': 3, 'New Hampshire': 1, 'Vermont': 1, 'Georgia': 1, 'Pennsylvania': 5, 'Arizona': 2, 'Missouri': 3, 'Ohio': 5, 'Colorado': 1, 'Mexico': 1, 'New Jersey': 2, 'Washington': 1, 'North Carolina': 1, 'New York': 12, 'Colombia': 1}","67","327","82","295","131","136","302","106"
"Harpoon White IPA","Harpoon Brewery","87","http://beeradvocate.com/beer/profile/10097/80702/?sort=topr","Belgian IPA","{'Vermont': 1, 'Pennsylvania': 3, 'Michigan': 3, 'Florida': 2, 'Virginia': 1, 'North Carolina': 2, 'Rhode Island': 1, 'New Jersey': 3, 'Connecticut': 2, 'New York': 4, 'New Hampshire': 2, 'Massachusetts': 8, 'West Virginia': 1, 'South Carolina': 2, 'Ohio': 1, 'Alabama': 1, 'Maine': 3, 'Texas': 2, 'Ontario (Canada)': 2}","44","256","35","333","76","115","225","89"
"Hopus","Brasserie Lefèbvre SA","84","http://beeradvocate.com/beer/profile/149/47583/?sort=topr","Belgian IPA","{'Italy': 1, 'Minnesota': 3, 'Illinois': 3, 'Indiana': 4, 'Maryland': 2, 'Louisiana': 1, 'Texas': 9, 'Ontario (Canada)': 3, 'Australia': 4, 'Wisconsin': 3, 'United Kingdom (Scotland)': 1, 'Singapore': 1, 'Oregon': 1, 'Tennessee': 2, 'California': 6, 'Massachusetts': 3, 'South Carolina': 2, 'Thailand': 1, 'Spain': 2, 'Vermont': 1, 'Netherlands': 5, 'Pennsylvania': 7, 'Quebec (Canada)': 2, 'Florida': 1, 'Kentucky': 5, 'Belgium': 2, 'Missouri': 1, 'Switzerland': 1, 'Ohio': 1, 'Alabama': 1, 'Colorado': 3, 'New Jersey': 3, 'Washington': 4, 'North Carolina': 2, 'New York': 1, 'Hungary': 1, 'United Kingdom (England)': 3, 'Nevada': 1, 'British Columbia (Canada)': 2}","100","475","181","341","303","259","504","75"
"De Ranke XX Bitter","Brouwerij De Ranke","92","http://beeradvocate.com/beer/profile/739/2656/?sort=topr","Belgian IPA","{'Italy': 1, 'Alberta (Canada)': 4, 'Minnesota': 3, 'Indiana': 1, 'Maryland': 2, 'Louisiana': 2, 'Ontario (Canada)': 1, 'Australia': 5, 'Wisconsin': 1, 'Michigan': 3, 'Kansas': 1, 'Virginia': 4, 'Slovenia': 1, 'Montana': 1, 'California': 10, 'Massachusetts': 9, 'South Carolina': 2, 'New Hampshire': 1, 'Oklahoma': 2, 'Spain': 2, 'Netherlands': 1, 'Pennsylvania': 8, 'Quebec (Canada)': 1, 'Finland': 1, 'Florida': 1, 'Hawaii': 1, 'Kentucky': 1, 'Rhode Island': 1, 'Sweden': 2, 'Switzerland': 1, 'Ohio': 3, 'New York': 7, 'Colorado': 2, 'New Jersey': 2, 'Washington': 1, 'North Carolina': 1, 'Tennessee': 1, 'United Kingdom (England)': 2, 'Maine': 1, 'British Columbia (Canada)': 3}","100","541","154","371","198","261","628","115"
"Gouden Carolus Hopsinjoor","Brouwerij Het Anker","90","http://beeradvocate.com/beer/profile/1534/42079/?sort=topr","Belgian IPA","{'Italy': 1, 'Alberta (Canada)': 1, 'Missouri': 1, 'Minnesota': 2, 'Illinois': 1, 'Georgia': 1, 'Maryland': 3, 'Louisiana': 1, 'Texas': 1, 'Ontario (Canada)': 29, 'Arizona': 1, 'Iowa': 2, 'Michigan': 2, 'Virginia': 4, 'Connecticut': 1, 'Montana': 1, 'California': 5, 'Massachusetts': 5, 'Belgium': 2, 'New Hampshire': 1, 'Spain': 1, 'Vermont': 1, 'Netherlands': 2, 'Pennsylvania': 5, 'Quebec (Canada)': 2, 'Florida': 3, 'Rhode Island': 1, 'South Carolina': 1, 'Australia': 1, 'District of Columbia': 1, 'Switzerland': 1, 'Alabama': 1, 'Colorado': 2, 'New Jersey': 2, 'North Carolina': 1, 'New York': 4, 'United Kingdom (England)': 1, 'Nevada': 2, 'Maine': 2}","100","510","185","417","221","303","513","166"
"Muffin Top","Clown Shoes","86","http://beeradvocate.com/beer/profile/22951/72751/?sort=topr","Belgian IPA","{'Oklahoma': 1, 'Delaware': 1, 'Minnesota': 1, 'Illinois': 7, 'Maryland': 2, 'Texas': 7, 'Ontario (Canada)': 3, 'Australia': 1, 'Wisconsin': 5, 'Michigan': 1, 'Virginia': 3, 'Oregon': 1, 'Connecticut': 1, 'District of Columbia': 2, 'California': 6, 'Massachusetts': 9, 'South Carolina': 2, 'New Hampshire': 2, 'Georgia': 8, 'Pennsylvania': 8, 'Florida': 5, 'Kentucky': 1, 'Rhode Island': 1, 'Alabama': 1, 'Colorado': 3, 'New Jersey': 3, 'Washington': 1, 'North Carolina': 3, 'New York': 7, 'Maine': 3}","100","306","187","466","343","229","444","119"
"Wildeman Farmhouse IPA","Flying Dog Brewery","84","http://beeradvocate.com/beer/profile/68/77837/?sort=topr","Belgian IPA","{'Oklahoma': 4, 'Delaware': 1, 'Minnesota': 4, 'Illinois': 7, 'Indiana': 3, 'Maryland': 6, 'Ontario (Canada)': 1, 'Korea (North)': 1, 'Wisconsin': 3, 'Michigan': 7, 'Virginia': 2, 'Montana': 1, 'New Hampshire': 3, 'Massachusetts': 2, 'West Virginia': 1, 'California': 9, 'Pennsylvania': 9, 'Florida': 4, 'Kentucky': 3, 'Tennessee': 1, 'Ohio': 4, 'New York': 8, 'New Jersey': 4, 'Washington': 1, 'North Carolina': 4, 'District of Columbia': 1, 'United Kingdom (England)': 2, 'Maine': 2}","100","507","144","474","165","334","532","210"
"Tramp Stamp","Clown Shoes","88","http://beeradvocate.com/beer/profile/22951/65325/?sort=topr","Belgian IPA","{'Oklahoma': 1, 'Delaware': 1, 'Minnesota': 7, 'Illinois': 5, 'Indiana': 1, 'Maryland': 1, 'Texas': 6, 'Ontario (Canada)': 5, 'Australia': 2, 'Wisconsin': 1, 'Utah': 1, 'Virginia': 2, 'Oregon': 1, 'Connecticut': 3, 'California': 5, 'Massachusetts': 10, 'South Carolina': 1, 'New Hampshire': 1, 'Georgia': 3, 'Pennsylvania': 12, 'Florida': 5, 'Colorado': 4, 'New Jersey': 7, 'Washington': 1, 'North Carolina': 5, 'New York': 7, 'Maine': 1}","100","339","183","527","264","264","482","101"
"Hop God","Nebraska Brewing Company","89","http://beeradvocate.com/beer/profile/16504/51319/?sort=topr","Belgian IPA","{'Virginia': 1, 'Wisconsin': 3, 'Colorado': 3, 'Pennsylvania': 13, 'Florida': 1, 'Washington': 1, 'Minnesota': 2, 'Nebraska': 4, 'Illinois': 2, 'Connecticut': 1, 'New York': 8, 'California': 1, 'Oregon': 1, 'District of Columbia': 1, 'Missouri': 3, 'South Carolina': 1, 'Ohio': 1, 'Maryland': 2, 'Nevada': 1, 'Texas': 1, 'Massachusetts': 1}","53","199","82","181","148","128","239","71"
"Chainbreaker White IPA","Deschutes Brewery","83","http://beeradvocate.com/beer/profile/63/68942/?sort=topr","Belgian IPA","{'Italy': 1, 'Alberta (Canada)': 2, 'Minnesota': 8, 'Illinois': 13, 'New Mexico': 1, 'Indiana': 1, 'Maryland': 2, 'Texas': 6, 'Ontario (Canada)': 1, 'Arizona': 7, 'Wisconsin': 1, 'Michigan': 3, 'Kansas': 2, 'Virginia': 1, 'Oregon': 4, 'Montana': 1, 'California': 15, 'Oklahoma': 2, 'Pennsylvania': 5, 'Florida': 2, 'Kentucky': 2, 'Missouri': 4, 'Colorado': 5, 'New Jersey': 2, 'Washington': 1, 'North Carolina': 1, 'New York': 1, 'Nevada': 1, 'British Columbia (Canada)': 2}","100","648","91","443","120","232","374","158"
"Live A Rich Life","Three Floyds Brewing Co. &amp; Brewpub","96","http://beeradvocate.com/beer/profile/26/69669/?sort=topr","Belgian IPA","{'Mississippi': 1, 'Delaware': 1, 'Minnesota': 1, 'Illinois': 26, 'Indiana': 7, 'Maryland': 1, 'Texas': 1, 'Ontario (Canada)': 3, 'Iowa': 1, 'Michigan': 2, 'Virginia': 6, 'District of Columbia': 1, 'California': 3, 'South Carolina': 1, 'Pennsylvania': 1, 'Kentucky': 1, 'Missouri': 2, 'Ohio': 3, 'Alabama': 1, 'Colorado': 1, 'New Jersey': 1, 'Washington': 2, 'New York': 1, 'Nevada': 1}","70","236","148","471","214","169","394","50"
"Linchpin White IPA","Green Flash Brewing Co.","86","http://beeradvocate.com/beer/profile/2743/81109/?sort=topr","Belgian IPA","{'Mississippi': 1, 'Illinois': 7, 'Arkansas': 1, 'Maryland': 1, 'Texas': 1, 'Ontario (Canada)': 1, 'Arizona': 3, 'Virginia': 5, 'District of Columbia': 1, 'California': 15, 'Massachusetts': 9, 'South Carolina': 2, 'Georgia': 10, 'Pennsylvania': 4, 'Florida': 2, 'Kentucky': 1, 'Nebraska': 1, 'Ohio': 4, 'Alabama': 2, 'Colorado': 5, 'New Jersey': 2, 'North Carolina': 5, 'New York': 8, 'Nevada': 1}","92","536","137","559","138","256","512","173"
"Makeweight","Furthermore Beer","87","http://beeradvocate.com/beer/profile/14154/40510/?sort=topr","Belgian IPA","{'Mississippi': 1, 'Oklahoma': 1, 'Minnesota': 15, 'Illinois': 4, 'Ohio': 2, 'Indiana': 2, 'Maryland': 1, 'Ontario (Canada)': 1, 'Korea (North)': 1, 'Arizona': 1, 'Wisconsin': 18, 'Michigan': 1, 'Virginia': 2, 'Connecticut': 1, 'New York': 5, 'California': 2, 'South Carolina': 1, 'Pennsylvania': 26, 'Florida': 1, 'Missouri': 1, 'Iowa': 1, 'Colorado': 1, 'New Jersey': 2, 'Washington': 1, 'Tennessee': 1, 'Maine': 1}","94","293","291","354","495","205","400","81"
"Dominus Vobiscum Lupulus","Microbrasserie Charlevoix","95","http://beeradvocate.com/beer/profile/2807/40466/?sort=topr","Belgian IPA","{'Alberta (Canada)': 7, 'Minnesota': 1, 'Illinois': 7, 'Maryland': 2, 'Ontario (Canada)': 30, 'Manitoba (Canada)': 1, 'Wisconsin': 1, 'Michigan': 2, 'Virginia': 2, 'Tennessee': 1, 'California': 6, 'Massachusetts': 2, 'South Carolina': 1, 'New Hampshire': 1, 'Vermont': 2, 'Netherlands': 1, 'Pennsylvania': 3, 'Quebec (Canada)': 12, 'Poland': 1, 'Florida': 1, 'Nova Scotia (Canada)': 2, 'Sweden': 1, 'Kentucky': 1, 'District of Columbia': 1, 'Ohio': 1, 'Saskatchewan (Canada)': 3, 'New York': 3, 'Maine': 1, 'British Columbia (Canada)': 3}","100","516","164","574","309","307","443","173"
"Hop Wrangler","Peace Tree Brewing Co.","83","http://beeradvocate.com/beer/profile/21818/58122/?sort=topr","Belgian IPA","{'Minnesota': 4, 'Illinois': 5, 'Ohio': 1, 'Indiana': 3, 'Texas': 2, 'Wisconsin': 2, 'Kansas': 2, 'Oregon': 1, 'Connecticut': 1, 'District of Columbia': 1, 'California': 1, 'South Carolina': 1, 'North Dakota': 1, 'Pennsylvania': 1, 'Kentucky': 1, 'Nebraska': 1, 'Missouri': 2, 'Iowa': 12, 'Alabama': 1, 'Colorado': 1, 'Mexico': 1, 'Washington': 2, 'Tennessee': 1}","48","120","90","189","148","109","245","35"
"White Birch Hooksett Ale","White Birch Brewing","86","http://beeradvocate.com/beer/profile/20417/65638/?sort=topr","Belgian IPA","{'Vermont': 5, 'Georgia': 1, 'New Jersey': 1, 'Florida': 1, 'Poland': 1, 'Serbia': 1, 'Virginia': 1, 'Rhode Island': 2, 'Pennsylvania': 6, 'Connecticut': 1, 'New York': 6, 'California': 3, 'Massachusetts': 11, 'South Carolina': 1, 'New Hampshire': 5, 'Illinois': 4, 'Maine': 3, 'Ontario (Canada)': 1}","54","201","95","237","166","158","301","68"
"Svea IPA","De Struise Brouwers","83","http://beeradvocate.com/beer/profile/15237/66623/?sort=topr","Belgian IPA","{'Italy': 1, 'Illinois': 1, 'Louisiana': 1, 'Ontario (Canada)': 2, 'Australia': 2, 'Wisconsin': 2, 'United Kingdom (Scotland)': 1, 'Virginia': 1, 'Oregon': 1, 'New Hampshire': 2, 'Massachusetts': 5, 'South Carolina': 1, 'California': 6, 'Germany': 1, 'Spain': 1, 'Netherlands': 7, 'Pennsylvania': 4, 'Quebec (Canada)': 1, 'Poland': 1, 'Kentucky': 2, 'Belgium': 1, 'Ohio': 1, 'Colorado': 1, 'New Jersey': 1, 'New York': 1, 'United Kingdom (England)': 2, 'Maine': 2}","52","177","116","180","184","151","229","31"
