"Name","Brewery","Rating","Link","Style","Locations","Num Reviews","Light","Dark","Fruit","Sweet","Carbonation","Bitter","Spice"
"He'Brew Bittersweet Lenny's R.I.P.A. On Rye","Shmaltz Brewing Company","87","http://beeradvocate.com/beer/profile/262/40157/?sort=topr","American Double / Imperial IPA","{'Oklahoma': 1, 'Minnesota': 2, 'Illinois': 4, 'Georgia': 3, 'Ohio': 3, 'Indiana': 4, 'Maryland': 1, 'Louisiana': 1, 'Texas': 1, 'Ontario (Canada)': 1, 'Arizona': 1, 'Iowa': 2, 'Michigan': 1, 'Kansas': 2, 'Virginia': 4, 'Oregon': 3, 'Montana': 1, 'California': 16, 'Massachusetts': 7, 'Alberta (Canada)': 2, 'Vermont': 1, 'Netherlands': 1, 'Pennsylvania': 6, 'Florida': 3, 'Rhode Island': 1, 'Australia': 2, 'Wisconsin': 1, 'Colorado': 4, 'New Jersey': 3, 'Washington': 7, 'North Carolina': 3, 'Austria': 1, 'New York': 5, 'Nevada': 1, 'Maine': 1}","100","210","327","140","583","201","494","59"
"Evil Cousin","Heretic Brewing Company","87","http://beeradvocate.com/beer/profile/25960/72964/?sort=topr","American Double / Imperial IPA","{'Delaware': 1, 'Illinois': 4, 'New Mexico': 1, 'Indiana': 3, 'Maryland': 1, 'Idaho': 1, 'Ontario (Canada)': 1, 'Australia': 6, 'Virginia': 2, 'Oregon': 1, 'District of Columbia': 1, 'California': 29, 'Massachusetts': 1, 'Spain': 1, 'Pennsylvania': 2, 'Quebec (Canada)': 1, 'Alabama': 1, 'New York': 3, 'New Jersey': 1, 'North Carolina': 1, 'Tennessee': 1, 'Texas': 1}","65","188","130","301","209","152","396","15"
"Whole Hog Six Hop IPA","Stevens Point Brewery","79","http://beeradvocate.com/beer/profile/786/49107/?sort=topr","American Double / Imperial IPA","{'Mississippi': 2, 'Alberta (Canada)': 1, 'Minnesota': 4, 'Illinois': 11, 'Arkansas': 1, 'Indiana': 2, 'Louisiana': 1, 'Texas': 3, 'Ontario (Canada)': 1, 'Iowa': 1, 'Wisconsin': 8, 'Michigan': 2, 'Kansas': 2, 'Connecticut': 2, 'New Hampshire': 3, 'Massachusetts': 1, 'West Virginia': 1, 'South Carolina': 1, 'Germany': 1, 'Oklahoma': 7, 'Georgia': 1, 'California': 1, 'Pennsylvania': 11, 'Florida': 2, 'Kentucky': 3, 'Missouri': 4, 'Ohio': 5, 'Alabama': 2, 'Colorado': 3, 'New Jersey': 6, 'North Carolina': 3, 'New York': 3, 'Maine': 1}","100","296","189","304","420","200","631","26"
"On The Wings Of Armageddon","DC Brau Brewing Co.","97","http://beeradvocate.com/beer/profile/25327/78517/?sort=topr","American Double / Imperial IPA","{'Georgia': 2, 'Colorado': 2, 'Pennsylvania': 4, 'Virginia': 15, 'Delaware': 1, 'Minnesota': 1, 'Oregon': 1, 'Illinois': 5, 'North Carolina': 1, 'District of Columbia': 9, 'California': 1, 'New Mexico': 1, 'New Hampshire': 1, 'Indiana': 1, 'Maryland': 9, 'New York': 4, 'New Jersey': 1, 'Idaho': 1, 'Massachusetts': 2}","66","212","100","488","198","175","397","8"
"Pond Hopper Double Extra Pale Ale","Odell Brewing Company","88","http://beeradvocate.com/beer/profile/267/81525/?sort=topr","American Double / Imperial IPA","{'Arizona': 1, 'Iowa': 1, 'Colorado': 13, 'Pennsylvania': 2, 'Oklahoma': 1, 'Wyoming': 1, 'Washington': 1, 'Minnesota': 6, 'Nebraska': 1, 'Illinois': 2, 'New Jersey': 3, 'New York': 3, 'California': 2, 'Massachusetts': 1, 'Missouri': 4, 'South Carolina': 1, 'Wisconsin': 1, 'Ohio': 2, 'Delaware': 1}","50","215","82","262","225","140","231","23"
"IPA2 (Double India Pale Ale)","Sprecher Brewing Company","76","http://beeradvocate.com/beer/profile/144/37308/?sort=topr","American Double / Imperial IPA","{'Minnesota': 10, 'Illinois': 17, 'Indiana': 1, 'Maryland': 1, 'Iowa': 6, 'Wisconsin': 22, 'Virginia': 1, 'Connecticut': 1, 'Tennessee': 2, 'California': 7, 'Massachusetts': 1, 'South Carolina': 1, 'Vermont': 1, 'Georgia': 2, 'Pennsylvania': 9, 'Quebec (Canada)': 1, 'Kentucky': 1, 'Missouri': 2, 'Ohio': 2, 'Alabama': 1, 'Colorado': 2, 'New Jersey': 1, 'Washington': 1, 'North Carolina': 4, 'New York': 2, 'Nevada': 1}","100","306","217","248","441","210","541","16"
"Galactic Double Daisy Cutter","Half Acre Beer Company","96","http://beeradvocate.com/beer/profile/18006/72269/?sort=topr","American Double / Imperial IPA","{'Delaware': 2, 'Minnesota': 4, 'Illinois': 36, 'Ireland': 1, 'Indiana': 3, 'Maryland': 2, 'Ontario (Canada)': 1, 'Australia': 1, 'Iowa': 2, 'Michigan': 1, 'Virginia': 2, 'Oregon': 1, 'District of Columbia': 2, 'New Hampshire': 1, 'Massachusetts': 4, 'South Carolina': 1, 'California': 10, 'Vermont': 2, 'Pennsylvania': 4, 'Ohio': 5, 'Colorado': 1, 'New Jersey': 2, 'Washington': 3, 'North Carolina': 1, 'New York': 3}","95","379","180","800","250","208","549","9"
"Satisfaction Jacksin","Ale Asylum","85","http://beeradvocate.com/beer/profile/13837/53042/?sort=topr","American Double / Imperial IPA","{'Georgia': 1, 'Iowa': 2, 'Wisconsin': 31, 'Colorado': 1, 'New Jersey': 1, 'Michigan': 1, 'Washington': 3, 'Minnesota': 8, 'Illinois': 15, 'Pennsylvania': 5, 'New York': 1, 'California': 1, 'Massachusetts': 1, 'District of Columbia': 1, 'Ohio': 1, 'Indiana': 1, 'Alabama': 1, 'Nevada': 1, 'Maine': 1, 'Ontario (Canada)': 1}","80","194","227","331","427","141","434","30"
"Mach 10","Bear Republic Brewing Co.","89","http://beeradvocate.com/beer/profile/610/45045/?sort=topr","American Double / Imperial IPA","{'Illinois': 4, 'Maryland': 2, 'Ontario (Canada)': 1, 'Arizona': 3, 'Michigan': 1, 'Virginia': 3, 'Oregon': 3, 'District of Columbia': 1, 'California': 21, 'Massachusetts': 5, 'South Carolina': 4, 'Pennsylvania': 15, 'Florida': 1, 'Missouri': 1, 'Ohio': 8, 'Colorado': 3, 'Mexico': 1, 'New Jersey': 4, 'Washington': 2, 'North Carolina': 4, 'New York': 12, 'Nevada': 1}","100","283","180","568","460","197","512","34"
"Heelch O'Hops","Anderson Valley Brewing Company","85","http://beeradvocate.com/beer/profile/193/86256/?sort=topr","American Double / Imperial IPA","{'Mississippi': 1, 'Alberta (Canada)': 2, 'Idaho': 1, 'Ontario (Canada)': 1, 'Korea (North)': 1, 'Arizona': 1, 'Michigan': 1, 'Virginia': 2, 'Oregon': 1, 'California': 8, 'Massachusetts': 5, 'Oklahoma': 2, 'Georgia': 3, 'Pennsylvania': 2, 'Florida': 2, 'Kentucky': 2, 'Ohio': 3, 'Alabama': 1, 'Colorado': 1, 'New Jersey': 1, 'Washington': 3, 'North Carolina': 1, 'New York': 1, 'Nevada': 2}","48","184","95","214","223","129","287","12"
"Hop Slayer","Onion Pub &amp; Brewery / Wild Onion Brewing Co.","84","http://beeradvocate.com/beer/profile/598/58867/?sort=topr","American Double / Imperial IPA","{'Korea (North)': 1, 'Iowa': 4, 'Georgia': 1, 'Wisconsin': 4, 'Colorado': 1, 'Pennsylvania': 11, 'Virginia': 1, 'Washington': 2, 'Minnesota': 4, 'Illinois': 19, 'New Jersey': 2, 'Connecticut': 1, 'New York': 1, 'California': 2, 'Massachusetts': 1, 'Indiana': 2, 'Ohio': 6, 'Maryland': 2, 'Ontario (Canada)': 2}","67","181","132","289","258","157","354","16"
"Leafer Madness","Beer Valley Brewing Co.","87","http://beeradvocate.com/beer/profile/14984/42081/?sort=topr","American Double / Imperial IPA","{'Alberta (Canada)': 1, 'Minnesota': 1, 'Idaho': 4, 'Ontario (Canada)': 3, 'Australia': 1, 'Iowa': 2, 'Kansas': 1, 'Utah': 1, 'Oregon': 2, 'Connecticut': 1, 'California': 28, 'Massachusetts': 1, 'Belgium': 1, 'New Hampshire': 2, 'Wisconsin': 1, 'Georgia': 2, 'Pennsylvania': 9, 'Florida': 1, 'Alaska': 1, 'Nebraska': 1, 'South Carolina': 1, 'Arizona': 2, 'Missouri': 2, 'Ohio': 1, 'Alabama': 1, 'Colorado': 2, 'New Jersey': 4, 'Washington': 12, 'North Carolina': 1, 'New York': 1, 'Nevada': 4, 'British Columbia (Canada)': 2}","100","343","143","399","356","208","572","18"
"Hopwired IPA","8 Wired Brewing Co.","91","http://beeradvocate.com/beer/profile/22618/63896/?sort=topr","American Double / Imperial IPA","{'Alberta (Canada)': 2, 'Delaware': 1, 'Illinois': 5, 'Ireland': 1, 'Maryland': 1, 'Texas': 1, 'Ontario (Canada)': 15, 'Manitoba (Canada)': 1, 'Arizona': 3, 'Wisconsin': 2, 'Oregon': 1, 'Connecticut': 1, 'Montana': 1, 'California': 9, 'Massachusetts': 3, 'Belgium': 1, 'Germany': 1, 'Vermont': 1, 'Pennsylvania': 4, 'Hawaii': 1, 'Kentucky': 1, 'South Carolina': 2, 'Sweden': 1, 'Australia': 16, 'Missouri': 1, 'Alabama': 1, 'Portugal': 1, 'Mexico': 1, 'New Jersey': 8, 'North Carolina': 2, 'New York': 2, 'United Kingdom (England)': 1, 'British Columbia (Canada)': 1}","95","344","204","627","325","207","528","27"
"Imperial IPA","Epic Brewing Co.","87","http://beeradvocate.com/beer/profile/22893/66087/?sort=topr","American Double / Imperial IPA","{'Alberta (Canada)': 1, 'Minnesota': 5, 'France': 1, 'Maryland': 1, 'Ontario (Canada)': 2, 'Korea (North)': 1, 'Australia': 1, 'Michigan': 1, 'Virginia': 2, 'Oregon': 1, 'District of Columbia': 1, 'California': 4, 'Georgia': 2, 'Pennsylvania': 4, 'Arizona': 1, 'Missouri': 1, 'Ohio': 1, 'Colorado': 4, 'New Jersey': 7, 'Washington': 2, 'North Carolina': 2, 'Tennessee': 1, 'Nevada': 1}","49","166","80","272","228","99","283","7"
"Slipknot Imperial IPA (Brewmaster Reserve)","Full Sail Brewery &amp; Tasting Room &amp; Pub","82","http://beeradvocate.com/beer/profile/5316/8716/?sort=topr","American Double / Imperial IPA","{'Oklahoma': 1, 'Wyoming': 1, 'Minnesota': 9, 'Illinois': 5, 'Ohio': 1, 'Texas': 3, 'Arizona': 2, 'Wisconsin': 1, 'Michigan': 1, 'Kansas': 1, 'Utah': 2, 'Oregon': 17, 'California': 9, 'Massachusetts': 4, 'South Carolina': 2, 'Germany': 1, 'Georgia': 1, 'Pennsylvania': 8, 'Alaska': 1, 'Rhode Island': 1, 'Missouri': 1, 'Iowa': 2, 'Colorado': 3, 'Idaho': 3, 'Mexico': 1, 'New Jersey': 1, 'Saskatchewan (Canada)': 1, 'Washington': 12, 'North Carolina': 2, 'New York': 2, 'Nevada': 1}","100","361","166","475","358","233","568","34"
"Heavier Handed IPA","Two Brothers Brewing Company","91","http://beeradvocate.com/beer/profile/689/54087/?sort=topr","American Double / Imperial IPA","{'Delaware': 1, 'Minnesota': 7, 'Illinois': 40, 'Arkansas': 1, 'Indiana': 2, 'Maryland': 1, 'Texas': 2, 'Arizona': 1, 'Iowa': 1, 'Michigan': 1, 'Virginia': 2, 'Connecticut': 2, 'New York': 5, 'California': 2, 'Massachusetts': 1, 'South Carolina': 2, 'Wisconsin': 2, 'Alaska': 1, 'Kentucky': 2, 'Rhode Island': 2, 'Ohio': 9, 'Colorado': 2, 'New Jersey': 3, 'Saskatchewan (Canada)': 1, 'Washington': 1, 'Tennessee': 1}","95","297","401","401","446","204","653","15"
"Devil Dog Imperial IPA","Laughing Dog Brewing","86","http://beeradvocate.com/beer/profile/12985/35923/?sort=topr","American Double / Imperial IPA","{'Mississippi': 1, 'Oklahoma': 1, 'Minnesota': 2, 'Illinois': 6, 'Ohio': 4, 'Indiana': 1, 'Maryland': 5, 'Idaho': 1, 'Ontario (Canada)': 1, 'Arizona': 1, 'Iowa': 3, 'Michigan': 1, 'Kansas': 1, 'Utah': 1, 'Virginia': 7, 'Oregon': 1, 'Connecticut': 3, 'New York': 3, 'California': 5, 'Massachusetts': 6, 'South Carolina': 2, 'Alberta (Canada)': 2, 'Georgia': 4, 'Pennsylvania': 6, 'Florida': 5, 'Rhode Island': 1, 'Missouri': 4, 'Wisconsin': 2, 'Alabama': 1, 'Colorado': 1, 'New Jersey': 5, 'Washington': 3, 'North Carolina': 2, 'Tennessee': 3, 'Texas': 3, 'Nevada': 1, 'British Columbia (Canada)': 1}","100","270","254","421","596","218","560","37"
"Founders Doom","Founders Brewing Company","92","http://beeradvocate.com/beer/profile/1199/47659/?sort=topr","American Double / Imperial IPA","{'Delaware': 1, 'Minnesota': 5, 'Illinois': 8, 'Arkansas': 1, 'Ohio': 9, 'Indiana': 4, 'Maryland': 2, 'Texas': 1, 'Ontario (Canada)': 2, 'Korea (North)': 1, 'Iowa': 1, 'Michigan': 9, 'Oregon': 1, 'New Hampshire': 2, 'Massachusetts': 1, 'South Carolina': 2, 'Pennsylvania': 11, 'Florida': 4, 'Kentucky': 2, 'Wisconsin': 4, 'New Jersey': 2, 'North Carolina': 6, 'New York': 4}","83","289","201","340","438","140","407","10"
"Columbus Bodhi DIPA","Columbus Brewing Company","99","http://beeradvocate.com/beer/profile/341/53187/?sort=topr","American Double / Imperial IPA","{'Nevada': 1, 'Michigan': 3, 'Delaware': 1, 'Washington': 1, 'Virginia': 2, 'Minnesota': 3, 'South Carolina': 1, 'Tennessee': 2, 'California': 4, 'Massachusetts': 1, 'District of Columbia': 3, 'Ohio': 21, 'Illinois': 3, 'Indiana': 1, 'Maryland': 2, 'New York': 3, 'United Kingdom (England)': 1, 'Rhode Island': 1}","55","270","68","393","119","121","289","4"
"Hop Monster","Paper City Brewery Co., Inc.","86","http://beeradvocate.com/beer/profile/123/6889/?sort=topr","American Double / Imperial IPA","{'Illinois': 1, 'Arkansas': 1, 'Indiana': 1, 'Maryland': 2, 'Idaho': 1, 'Ontario (Canada)': 1, 'Arizona': 1, 'Iowa': 2, 'Michigan': 1, 'Virginia': 3, 'Connecticut': 9, 'District of Columbia': 2, 'California': 3, 'Massachusetts': 26, 'New Hampshire': 3, 'Vermont': 2, 'Georgia': 1, 'Pennsylvania': 9, 'Quebec (Canada)': 1, 'Florida': 1, 'Kentucky': 2, 'Rhode Island': 3, 'Nebraska': 1, 'Ohio': 2, 'New York': 7, 'Colorado': 2, 'New Jersey': 5, 'North Carolina': 4, 'Tennessee': 2, 'Maine': 1}","100","329","170","478","403","193","670","42"
"Hopzilla","Lawson's Finest Liquids","97","http://beeradvocate.com/beer/profile/17980/49300/?sort=topr","American Double / Imperial IPA","{'Minnesota': 2, 'Vermont': 5, 'Netherlands': 1, 'Colorado': 1, 'California': 6, 'Pennsylvania': 9, 'Washington': 4, 'Virginia': 2, 'Illinois': 4, 'New Jersey': 3, 'Connecticut': 3, 'New York': 7, 'New Hampshire': 4, 'Massachusetts': 4, 'District of Columbia': 1, 'Indiana': 1, 'Maryland': 1, 'Louisiana': 1, 'Maine': 2}","61","250","116","446","183","146","430","28"
"6th Anniversary Double IPA","Port Brewing Company / Pizza Port","89","http://beeradvocate.com/beer/profile/5318/81178/?sort=topr","American Double / Imperial IPA","{'Georgia': 3, 'Iowa': 1, 'Colorado': 2, 'Washington': 1, 'Pennsylvania': 6, 'Virginia': 1, 'Arizona': 1, 'Florida': 2, 'Minnesota': 1, 'Kentucky': 1, 'Illinois': 3, 'New Jersey': 7, 'New York': 3, 'California': 19, 'Massachusetts': 3, 'Indiana': 1, 'South Carolina': 1, 'Ohio': 1, 'Alabama': 1, 'British Columbia (Canada)': 1, 'Ontario (Canada)': 1}","60","207","102","364","199","146","380","11"
"Double Platinum","Starr Hill Brewery","86","http://beeradvocate.com/beer/profile/13667/65886/?sort=topr","American Double / Imperial IPA","{'Kansas': 1, 'Pennsylvania': 15, 'Washington': 1, 'Delaware': 1, 'Florida': 3, 'Virginia': 20, 'North Carolina': 1, 'Rhode Island': 1, 'New Jersey': 3, 'District of Columbia': 4, 'California': 1, 'Oregon': 1, 'South Carolina': 1, 'Ohio': 1, 'Maryland': 6, 'Illinois': 2, 'Alabama': 1}","65","208","122","353","232","139","338","10"
"Ace Of Spades","Hopworks Urban Brewery","94","http://beeradvocate.com/beer/profile/16353/52144/?sort=topr","American Double / Imperial IPA","{'Alberta (Canada)': 3, 'Minnesota': 2, 'Illinois': 3, 'Ohio': 1, 'Maryland': 1, 'Texas': 1, 'Ontario (Canada)': 2, 'Australia': 1, 'Iowa': 1, 'Virginia': 1, 'Oregon': 12, 'Connecticut': 1, 'California': 5, 'Massachusetts': 2, 'New Hampshire': 1, 'Georgia': 1, 'Pennsylvania': 2, 'Arizona': 1, 'Missouri': 1, 'Wisconsin': 1, 'New Jersey': 1, 'Washington': 16, 'North Carolina': 3, 'New York': 2, 'Nevada': 1, 'British Columbia (Canada)': 6}","72","192","118","413","270","147","394","9"
"Double Fist","Revolution Brewing Company","91","http://beeradvocate.com/beer/profile/22072/64610/?sort=topr","American Double / Imperial IPA","{'Korea (North)': 1, 'Virginia': 1, 'Iowa': 1, 'Wisconsin': 1, 'Pennsylvania': 1, 'Washington': 2, 'Delaware': 1, 'Florida': 1, 'Minnesota': 1, 'Kentucky': 1, 'Illinois': 22, 'Connecticut': 1, 'New York': 1, 'Massachusetts': 2, 'Saskatchewan (Canada)': 1, 'Ohio': 2, 'Texas': 2}","42","152","73","210","178","81","220","16"
"Swamp Ape IPA","Florida Beer Company","68","http://beeradvocate.com/beer/profile/161/61613/?sort=topr","American Double / Imperial IPA","{'Missouri': 1, 'France': 1, 'Maryland': 5, 'Texas': 2, 'Wisconsin': 1, 'Virginia': 6, 'Connecticut': 2, 'Tennessee': 2, 'California': 5, 'Massachusetts': 2, 'South Carolina': 1, 'New Hampshire': 1, 'Vermont': 1, 'Georgia': 1, 'Pennsylvania': 6, 'Florida': 24, 'Kentucky': 1, 'District of Columbia': 1, 'Ohio': 5, 'Alabama': 1, 'Illinois': 4, 'Colorado': 1, 'New Jersey': 4, 'Washington': 1, 'North Carolina': 3, 'New York': 2}","87","268","125","220","347","167","346","23"
"Cohoho Imperial IPA","Midnight Sun Brewing Co.","88","http://beeradvocate.com/beer/profile/385/3500/?sort=topr","American Double / Imperial IPA","{'Oklahoma': 2, 'Minnesota': 1, 'Illinois': 2, 'Texas': 4, 'Ontario (Canada)': 1, 'Australia': 2, 'Wisconsin': 1, 'Michigan': 3, 'Utah': 1, 'Virginia': 3, 'Oregon': 2, 'Connecticut': 3, 'California': 26, 'Massachusetts': 2, 'South Carolina': 2, 'Germany': 1, 'Georgia': 3, 'Pennsylvania': 9, 'Alaska': 4, 'Kentucky': 1, 'Rhode Island': 1, 'Arizona': 2, 'Ohio': 3, 'Colorado': 1, 'Idaho': 1, 'New Jersey': 2, 'Washington': 7, 'New York': 8, 'Japan': 1, 'Nevada': 1}","100","268","372","376","579","232","572","35"
"Single Hop Imperial IPA (El Dorado)","Flying Dog Brewery","87","http://beeradvocate.com/beer/profile/68/66891/?sort=topr","American Double / Imperial IPA","{'Korea (North)': 1, 'Pennsylvania': 12, 'Oregon': 1, 'Delaware': 1, 'Florida': 1, 'Virginia': 4, 'North Carolina': 5, 'Illinois': 1, 'New Jersey': 2, 'Connecticut': 1, 'New York': 4, 'Montana': 1, 'District of Columbia': 1, 'Ohio': 2, 'Maryland': 12, 'Massachusetts': 1}","50","169","63","255","126","118","250","12"
"Double Citra","Hill Farmstead Brewery","99","http://beeradvocate.com/beer/profile/22511/69522/?sort=topr","American Double / Imperial IPA","{'Illinois': 5, 'Indiana': 2, 'Maryland': 1, 'Arizona': 2, 'Iowa': 1, 'Virginia': 1, 'Oregon': 1, 'Connecticut': 1, 'District of Columbia': 3, 'California': 3, 'Massachusetts': 7, 'New Hampshire': 6, 'Vermont': 3, 'Pennsylvania': 17, 'Quebec (Canada)': 1, 'Poland': 1, 'Nova Scotia (Canada)': 1, 'Missouri': 1, 'Ohio': 2, 'Colorado': 2, 'New Jersey': 4, 'Washington': 1, 'New York': 5, 'Maine': 2}","74","307","103","572","153","150","341","11"
"Society &amp; Solitude #5","Hill Farmstead Brewery","100","http://beeradvocate.com/beer/profile/22511/85523/?sort=topr","American Double / Imperial IPA","{'Vermont': 3, 'Wisconsin': 1, 'Indiana': 2, 'Pennsylvania': 2, 'Quebec (Canada)': 1, 'Michigan': 1, 'Delaware': 1, 'Washington': 1, 'Virginia': 2, 'Illinois': 2, 'Connecticut': 3, 'New York': 6, 'New Hampshire': 1, 'Massachusetts': 5, 'District of Columbia': 3, 'Ontario (Canada)': 1, 'California': 3, 'Nevada': 1, 'Minnesota': 1, 'British Columbia (Canada)': 1}","41","205","38","462","105","109","190","2"
"Society &amp; Solitude #6","Hill Farmstead Brewery","99","http://beeradvocate.com/beer/profile/22511/90634/?sort=topr","American Double / Imperial IPA","{'Vermont': 2, 'Wisconsin': 1, 'Pennsylvania': 2, 'Washington': 1, 'Virginia': 1, 'Florida': 1, 'Minnesota': 1, 'Illinois': 4, 'Connecticut': 1, 'District of Columbia': 3, 'California': 1, 'Massachusetts': 7, 'Indiana': 1, 'New Hampshire': 2, 'Maryland': 1, 'New York': 2, 'Rhode Island': 1, 'New Mexico': 1}","33","146","64","292","122","82","194","8"
"Alphalpha","Ithaca Beer Company","91","http://beeradvocate.com/beer/profile/651/46937/?sort=topr","American Double / Imperial IPA","{'Wyoming': 1, 'Minnesota': 2, 'Illinois': 2, 'Indiana': 2, 'Maryland': 1, 'Louisiana': 1, 'Texas': 2, 'Ontario (Canada)': 5, 'Wisconsin': 2, 'Michigan': 1, 'Kansas': 1, 'Utah': 1, 'Virginia': 4, 'Oregon': 2, 'Connecticut': 2, 'California': 7, 'Massachusetts': 6, 'South Carolina': 3, 'Vermont': 1, 'Netherlands': 1, 'Pennsylvania': 15, 'Florida': 2, 'Kentucky': 1, 'Rhode Island': 2, 'Missouri': 1, 'Ohio': 4, 'Colorado': 2, 'Idaho': 1, 'New Jersey': 4, 'Washington': 1, 'North Carolina': 1, 'New York': 16, 'United Kingdom (England)': 1, 'Maine': 2}","100","449","197","415","609","270","592","31"
"Serum","DuClaw Brewing Company","82","http://beeradvocate.com/beer/profile/1924/15860/?sort=topr","American Double / Imperial IPA","{'Korea (North)': 1, 'Kansas': 1, 'New Jersey': 4, 'Delaware': 1, 'Florida': 2, 'Virginia': 8, 'North Carolina': 2, 'Illinois': 2, 'Pennsylvania': 22, 'Connecticut': 1, 'New York': 2, 'California': 2, 'Oregon': 1, 'District of Columbia': 4, 'Indiana': 2, 'Maryland': 17}","72","223","162","263","405","166","354","10"
"Lupulin Maximus Imperial IPA","O'so Brewing Company","87","http://beeradvocate.com/beer/profile/16386/46088/?sort=topr","American Double / Imperial IPA","{'Georgia': 1, 'Wisconsin': 26, 'Colorado': 1, 'New Jersey': 1, 'Hawaii': 1, 'Washington': 1, 'Minnesota': 8, 'Alaska': 1, 'Illinois': 18, 'Pennsylvania': 1, 'Connecticut': 1, 'New York': 3, 'California': 4, 'Massachusetts': 1, 'Missouri': 1, 'South Carolina': 1, 'Ohio': 1, 'Nevada': 1, 'Texas': 2}","75","215","220","336","401","152","575","18"
"Rodeo Clown","Karbach Brewing Co.","86","http://beeradvocate.com/beer/profile/26762/74067/?sort=topr","American Double / Imperial IPA","{'Colorado': 2, 'New Jersey': 1, 'Florida': 1, 'Washington': 2, 'Virginia': 2, 'Oregon': 1, 'Illinois': 1, 'Pennsylvania': 4, 'New York': 2, 'New Hampshire': 1, 'Texas': 9, 'Louisiana': 1, 'Idaho': 1, 'Massachusetts': 1}","30","84","80","123","185","60","157","9"
"Odyssey Imperial IPA","Sly Fox Brewing Company","84","http://beeradvocate.com/beer/profile/10397/30470/?sort=topr","American Double / Imperial IPA","{'Oklahoma': 1, 'Minnesota': 1, 'Illinois': 1, 'Maryland': 1, 'Louisiana': 2, 'Texas': 1, 'Ontario (Canada)': 4, 'Michigan': 1, 'Utah': 1, 'Virginia': 1, 'Oregon': 1, 'Connecticut': 3, 'California': 4, 'Massachusetts': 4, 'South Carolina': 1, 'New Hampshire': 1, 'Georgia': 2, 'Pennsylvania': 35, 'Florida': 1, 'Alaska': 1, 'Kentucky': 1, 'Rhode Island': 1, 'Ohio': 4, 'Colorado': 2, 'New Jersey': 6, 'North Carolina': 2, 'New York': 16}","100","357","192","418","387","244","664","35"
"Kuhnhenn DRIPA (Double Rice IPA)","Kuhnhenn Brewing Company","95","http://beeradvocate.com/beer/profile/2097/36988/?sort=topr","American Double / Imperial IPA","{'Korea (North)': 1, 'Georgia': 1, 'Indiana': 1, 'Pennsylvania': 7, 'Michigan': 11, 'Missouri': 1, 'Virginia': 2, 'Illinois': 4, 'New Jersey': 2, 'Connecticut': 2, 'New York': 15, 'California': 3, 'Massachusetts': 1, 'District of Columbia': 1, 'South Carolina': 1, 'Ohio': 3, 'Maryland': 1, 'Ontario (Canada)': 4}","61","284","86","347","181","118","315","17"
"Snake Handler Double IPA","Good People Brewing Company","94","http://beeradvocate.com/beer/profile/17282/50194/?sort=topr","American Double / Imperial IPA","{'Mississippi': 1, 'Minnesota': 2, 'Illinois': 3, 'Maryland': 1, 'Ontario (Canada)': 1, 'Arizona': 1, 'Virginia': 1, 'Oregon': 1, 'Connecticut': 1, 'District of Columbia': 2, 'California': 1, 'Massachusetts': 1, 'South Carolina': 1, 'New Hampshire': 1, 'Georgia': 4, 'Pennsylvania': 3, 'Kentucky': 1, 'Ohio': 2, 'Alabama': 21, 'New York': 1, 'Washington': 2, 'North Carolina': 2, 'Tennessee': 2}","57","155","94","240","263","116","246","17"
"10th Anniversary Double India Pale Ale","Middle Ages Brewing Co., Ltd.","91","http://beeradvocate.com/beer/profile/103/23626/?sort=topr","American Double / Imperial IPA","{'Delaware': 1, 'Minnesota': 1, 'Illinois': 2, 'Indiana': 1, 'Maryland': 1, 'Texas': 3, 'Ontario (Canada)': 6, 'Korea (North)': 1, 'Michigan': 1, 'Utah': 1, 'Virginia': 2, 'Oregon': 2, 'Connecticut': 3, 'New York': 26, 'New Hampshire': 3, 'Massachusetts': 4, 'South Carolina': 1, 'California': 7, 'Pennsylvania': 12, 'Florida': 1, 'Kentucky': 1, 'Rhode Island': 1, 'District of Columbia': 1, 'Ohio': 5, 'Colorado': 3, 'New Jersey': 4, 'Washington': 1, 'North Carolina': 3, 'Tennessee': 1}","100","335","204","488","411","236","598","28"
"Elevation","Full Sail Brewery &amp; Tasting Room &amp; Pub","82","http://beeradvocate.com/beer/profile/5316/69743/?sort=topr","American Double / Imperial IPA","{'Alberta (Canada)': 1, 'Delaware': 1, 'Minnesota': 2, 'Louisiana': 1, 'Texas': 10, 'Korea (North)': 1, 'Arizona': 4, 'Utah': 2, 'Virginia': 3, 'Oregon': 3, 'Connecticut': 1, 'District of Columbia': 1, 'California': 6, 'Massachusetts': 7, 'Georgia': 3, 'Pennsylvania': 5, 'Rhode Island': 1, 'New York': 6, 'Colorado': 4, 'Idaho': 1, 'New Jersey': 4, 'Washington': 6, 'North Carolina': 2, 'Tennessee': 1, 'Montana': 1}","77","273","104","429","257","162","383","14"
"Boatswain Twin Screw Steamer","Minhas Craft Brewery","64","http://beeradvocate.com/beer/profile/435/75509/?sort=topr","American Double / Imperial IPA","{'Georgia': 1, 'Kentucky': 2, 'Florida': 1, 'Michigan': 1, 'New Hampshire': 3, 'Washington': 2, 'Minnesota': 1, 'Oregon': 2, 'Illinois': 2, 'North Carolina': 1, 'New York': 1, 'California': 25, 'Massachusetts': 4, 'Missouri': 2, 'South Carolina': 1, 'Indiana': 2, 'Ohio': 4, 'New Jersey': 1}","56","208","102","126","236","104","249","13"
